Ecological interaction type,High_Level_Tax_org1,genus_org1,species_org1,Accession_org1,High_Level_Tax_org2,genus_org2,species_org2,Accession_org2,Bib_ref,Bib_link,Observation_type
par,Syndiniales,NA,NA,EU189028,NA,Clausocalanus,NA,NA,(Skovgaard & Daugbjerg 2008),10.1016/j.protis.2008.02.003,3
par,NA,Paradinium,NA,EU189032,NA,Euterpina,acutifrons,NA,(Skovgaard & Daugbjerg 2008),10.1016/j.protis.2008.02.003,3
par,NA,Paradinium,poucheti,EU189029,NA,Oithona,similis,NA,(Skovgaard & Daugbjerg 2008),10.1016/j.protis.2008.02.003,3
par,NA,Paradinium,poucheti,EU189030,NA,Oithona,similis,NA,(Skovgaard & Daugbjerg 2008),10.1016/j.protis.2008.02.003,3
par,NA,Paradinium,poucheti,EU189031,NA,Oithona,similis,NA,(Skovgaard & Daugbjerg 2008),10.1016/j.protis.2008.02.003,3
par,NA,Ellobiopsis,fagei,NA,NA,Calocalanus,NA,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Ellobiopsis,NA,NA,NA,Temora,stylifera,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Oodinium,NA,NA,NA,Oikopleura,NA,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Pseudohimantidium,pacificum,NA,NA,Corycaeus,NA,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Sceptronema,orientale,NA,NA,Euterpina,acutiformis,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Syndinium,NA,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Syndinium,NA,NA,NA,Corycaeus,giesbrechti,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Syndinium,NA,NA,NA,Euterpina,acutifrons,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Syndinium,NA,NA,NA,Oithona,similis,NA,(Skovgaard & Saiz 2006),10.3354/meps327037,2
par,NA,Syndinium,NA,DQ146406,NA,Corycaeus,NA,NA,(Skovgaard et al. 2005),10.1016/j.protis.2005.08.002,3
par,NA,Syndinium,turbo,DQ146403,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2005),10.1016/j.protis.2005.08.002,3
par,NA,Syndinium,turbo,DQ146404,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2005),10.1016/j.protis.2005.08.002,3
par,NA,Syndinium,turbo,DQ146405,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2005),10.1016/j.protis.2005.08.002,3
par,NA,Blastodinium,apsteini,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,apsteini,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,apsteini,NA,NA,Paracalanus,aculeatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Cosmocalanus,darwini,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Euchaeta,indica,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Nannocalanus,minor,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Paracalanus,aculeatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Paracalanus,denudatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,chattoni,NA,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Acartia,clausi,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Acrocalanus,gracilis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Calocalanus,styliremis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,DQ317537,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,contortum,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Clausocalanus,lividus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Cosmocalanus,darwini,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Euchaeta,indica,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,JN257680,Calanoida,NA,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,contortum,JX473667,NA,Nannocalanus,minor,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,contortum,NA,NA,Paracalanus,aculeatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Paracalanus,denudatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,DQ317536,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,contortum,FJ228701,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,contortum,NA,NA,Subeucalanus,pileatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Subeucalanus,subtenuis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,contortum,NA,NA,Temora,stylifera,GU969210,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,crassum,NA,NA,Calocalanus,styliremis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,crassum,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,crassum,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,crassum,NA,NA,Paracalanus,aculeatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,crassum,NA,NA,Paracalanus,nanus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,crassum,FJ228702,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,elongatum,NA,NA,Centropages,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,elongatum,NA,NA,Scolecithrix,bradyi,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,galatheanum,NA,NA,Acartia,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,galatheanum,FJ541187,NA,Acartia,negligens,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,galatheanum,FJ541188,NA,Acartia,negligens,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,hyalinum,NA,NA,Acartia,clausi,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Calanus,finmarchicus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Centropages,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Paracalanus,aculeatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Paracalanus,denudatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Paracalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Paraeuchaeta,antarctica,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Pseudocalanus,elongatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,hyalinum,NA,NA,Pseudocalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,inornatum,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,inornatum,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,inornatum,HQ226069,NA,Clausocalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,inornatum,NA,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,mangini,NA,NA,Farranula,gibbula,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,mangini,JN257674,NA,Farranula,rostrata,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,JN257677,NA,Farranula,rostrata,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,NA,NA,Oncaea,media,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,mangini,JX473655,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,JX473656,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,JX473657,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,JX473658,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,JX473659,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,JX473664,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,mangini,NA,NA,Oncaea,scottodicarloi,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,mangini,NA,NA,Oncaea,venusta,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,mangini,NA,NA,Triconia,conifera,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,mangini,NA,NA,Triconia,minuta,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Acrocalanus,longicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Aetidius,giesbrechti,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Centropages,typicus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Clausocalanus,parapergens,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Corycaeus,giesbrechti,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,JN257669,NA,Farranula,rostrata,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,NA,JN257678,NA,Farranula,rostrata,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,NA,JN257679,NA,Farranula,rostrata,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,NA,JN257675,NA,Oncaea,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,NA,JN257670,NA,Paracalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,NA,NA,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,NA,NA,NA,Temora,stylifera,GU969210,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,navicula,JX473662,NA,Corycaeus,furcifer,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,navicula,DQ317538,NA,Corycaeus,giesbrechti,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,navicula,JX473660,NA,Corycaeus,giesbrechti,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,navicula,JX473661,NA,Corycaeus,giesbrechti,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,navicula,JX473665,NA,Corycaeus,giesbrechti,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,navicula,NA,NA,Oncaea,venusta,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Corycaeus,crassiusculus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Corycaeus,speciosus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Farranula,gibbula,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,JX473666,NA,Oithona,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,oviforme,NA,NA,Oithona,nana,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Oithona,plumifera,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Oithona,similis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Oncaea,media,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Oncaea,venusta,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,oviforme,NA,NA,Triconia,conifera,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,pruvoti,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,pruvoti,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,pruvoti,FJ541189,NA,Clausocalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,pruvoti,NA,NA,Nannocalanus,minor,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,pruvoti,NA,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,NA,NA,Acrocalanus,gracilis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,NA,NA,Clausocalanus,arcuicornis,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,NA,NA,Clausocalanus,farrani,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,NA,NA,Clausocalanus,furcatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,HQ226071,NA,Clausocalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,spinulosum,HQ226072,NA,Clausocalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,spinulosum,JX473663,NA,Clausocalanus,NA,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
par,NA,Blastodinium,spinulosum,NA,NA,Paracalanus,aculeatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,NA,NA,Paracalanus,denudatus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,2
par,NA,Blastodinium,spinulosum,HQ226070,NA,Paracalanus,parvus,NA,(Skovgaard et al. 2012),10.3389/fmicb.2012.00305,3
symb,Dinophyceae,NA,NA,NA,NA,Didymocyrtis,tetrathalamus,NA,(Sugiyama & Anderson 1998),http://www.jstor.org/stable/1486050,2
symb,Dinophyceae,NA,NA,NA,NA,Pterocorys,zancleus,NA,(Sugiyama & Anderson 1998),http://www.jstor.org/stable/1486050,2
symb,Dinophyceae,NA,NA,NA,NA,Acrosphaera,spinosa,NA,(Swanberg 1983),http://www.jstor.org/stable/2836526,2
par,NA,Falcula,hyalina,NA,NA,Acartia,steueri,NA,"(Takano, 1983)",http://www.algaebase.org/pdf/AC100CF013f2e18D12sjJ427F7CD/Takano_1983b.pdf,2
par,NA,Licmophora,unidenticulata,NA,NA,Macrosetella,gracilis,NA,"(Takano, 1983)",http://www.algaebase.org/pdf/AC100CF013f2e18D12sjJ427F7CD/Takano_1983b.pdf,2
symb,Bacillariophyta,NA,NA,NA,NA,Galeidinium,rugatum,NA,(Tamura et al. 2005),10.1111/j.1529-8817.2005.00085.x,2
symb,Prymnesiophyceae,NA,NA,NA,NA,Globorotalia,menardii,NA,(Taylor 1982),"http://scholar.google.com/scholar.bib?q=info:nS7AbXP7txYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAUJvf9EfTpk9FyXt59r8Nx9AbW3bO7dPd&scisf=4&hl=en&num=100&as_sdt=0,5",2
par,NA,Trypanophis,major,NA,NA,Abylopsis,pentagona,NA,(Théodoridès 1989),10.1016/S0065-2881(08)60189-3,2
par,NA,Trypanophis,grobbeni,NA,NA,Halistema,NA,NA,(Théodoridès 1989),10.1016/S0065-2881(08)60189-3,2
symb,Bacillariophyta,NA,NA,NA,NA,Dunrinskia,baltica,NA,(Tomas & Cox 1973),10.1111/j.1529-8817.1973.tb04098.x,2
par,NA,Ellobiopsis,NA,NA,NA,Calanus,finmarchicus,NA,(Walkusz & Rolbiecki 2007),http://www.iopan.gda.pl/oceanologia/49_3.html#A5,2
par,NA,Ellobiopsis,NA,NA,NA,Calanus,glacialis,NA,(Walkusz & Rolbiecki 2007),http://www.iopan.gda.pl/oceanologia/49_3.html#A5,2
par,NA,Paracineta,NA,NA,NA,Metridia,longa,NA,(Walkusz & Rolbiecki 2007),http://www.iopan.gda.pl/oceanologia/49_3.html#A5,2
par,NA,Paracineta,NA,NA,NA,Paraeuchaeta,norvegica,NA,(Walkusz & Rolbiecki 2007),http://www.iopan.gda.pl/oceanologia/49_3.html#A5,2
par,NA,Amoebophrya,NA,AY775284,NA,Alexandrium,affine,AY775286,Unpublished,Unpublished,1
par,NA,Amoebophrya,NA,AY260467,NA,Ceratium,lineatum,NA,Unpublished,Unpublished,1
par,NA,Amoebophrya,NA,AY208892,NA,Ceratium,tripos,NA,Unpublished,Unpublished,1
par,NA,Amoebophrya,NA,AY260468,NA,Ceratium,tripos,NA,Unpublished,Unpublished,1
par,NA,Amoebophrya,NA,AY775285,NA,Gonyaulax,polygramma,AY775287,Unpublished,Unpublished,1
par,NA,Amoebophrya,NA,AY208893,NA,Prorocentrum,micans,NA,Unpublished,Unpublished,1
par,NA,Amoebophrya,NA,AY208894,NA,Prorocentrum,minimum,NA,Unpublished,Unpublished,1